Unnamed: 0,id,name,year,certificate,runtime,genre,ratings
5,tt18335752,1923,(2022–2023),TV-MA,60.0,"
Drama, Western            ",8.5
9,tt4236770,Yellowstone,(2018–2023),TV-MA,60.0,"
Drama, Western            ",8.7
11,tt13406094,The White Lotus,(2021–2023),TV-MA,60.0,"
Comedy, Drama            ",7.9
13,tt7660850,Succession,(2018–2023),TV-MA,60.0,"
Drama            ",8.8
21,tt2077823,Perry Mason,(2020– ),TV-MA,60.0,"
Crime, Drama, History            ",7.6
26,tt1474684,Luther,(2010–2019),TV-MA,60.0,"
Crime, Drama, Mystery            ",8.4
27,tt11041332,Yellowjackets,(2021– ),TV-MA,60.0,"
Drama, Horror, Mystery            ",7.9
34,tt1190634,The Boys,(2019– ),TV-MA,60.0,"
Action, Comedy, Crime            ",8.7
43,tt0364845,NCIS,(2003– ),TV-14,60.0,"
Action, Crime, Drama            ",7.8
44,tt0203259,Law & Order: Special Victims Unit,(1999– ),TV-14,60.0,"
Crime, Drama, Mystery            ",8.1
46,tt2701582,Endeavour,(2012–2023),TV-14,89.0,"
Crime, Drama, Mystery            ",8.6
51,tt2442560,Peaky Blinders,(2013–2022),TV-MA,60.0,"
Crime, Drama            ",8.8
54,tt3006802,Outlander,(2014– ),TV-MA,60.0,"
Drama, Fantasy, Romance            ",8.4
64,tt4179452,The Last Kingdom,(2015–2022),TV-MA,60.0,"
Action, Drama, History            ",8.5
69,tt4276618,C.B. Strike,(2017– ),TV-MA,60.0,"
Crime, Drama, Mystery            ",7.9
71,tt1888075,Death in Paradise,(2011– ),TV-PG,60.0,"
Comedy, Crime, Drama            ",7.8
72,tt2403776,Shadow and Bone,(2021– ),TV-14,60.0,"
Action, Adventure, Drama            ",7.6
86,tt13980362,Wrong Side of the Tracks,(2021– ),TV-MA,79.0,"
Action, Adventure, Crime            ",6.8
87,tt2085059,Black Mirror,(2011–2019),TV-MA,60.0,"
Drama, Mystery, Sci-Fi            ",8.8
89,tt0118401,Midsomer Murders,(1997– ),TV-14,90.0,"
Crime, Drama, Mystery            ",7.9
105,tt1844624,American Horror Story,(2011– ),TV-MA,60.0,"
Drama, Horror, Sci-Fi            ",8.0
108,tt15428778,Mayfair Witches,(2023– ),TV-MA,60.0,"
Drama, Fantasy, Horror            ",6.3
117,tt5834204,The Handmaid's Tale,(2017– ),TV-MA,60.0,"
Drama, Sci-Fi, Thriller            ",8.4
128,tt5071412,Ozark,(2017–2022),TV-MA,60.0,"
Crime, Drama, Thriller            ",8.5
129,tt1466074,Columbo,(1971–2003),TV-PG,100.0,"
Crime, Drama, Mystery            ",8.3
132,tt5180504,The Witcher,(2019– ),TV-MA,60.0,"
Action, Adventure, Drama            ",8.1
133,tt5171438,Star Trek: Discovery,(2017–2024),TV-14,60.0,"
Action, Adventure, Drama            ",7.0
136,tt5057054,Tom Clancy's Jack Ryan,(2018– ),TV-MA,60.0,"
Action, Drama, Thriller            ",8.0
144,tt12887536,CSI: Vegas,(2021– ),TV-14,60.0,"
Crime, Drama, Mystery            ",7.5
165,tt0475784,Westworld,(2016–2022),TV-MA,62.0,"
Drama, Mystery, Sci-Fi            ",8.5
169,tt5607976,His Dark Materials,(2019–2022),TV-14,60.0,"
Adventure, Drama, Family            ",7.8
178,tt7456722,Hunters,(2020–2023),TV-MA,60.0,"
Crime, Drama, Mystery            ",7.2
181,tt3850598,BMF,(2021– ),TV-MA,60.0,"
Biography, Crime, Drama            ",7.5
184,tt11794642,Big Sky,(2020– ),TV-14,60.0,"
Crime, Drama, Mystery            ",6.8
187,tt7491982,FBI,(2018– ),TV-14,60.0,"
Action, Crime, Drama            ",7.0
191,tt0050051,Perry Mason,(1957–1966),TV-PG,60.0,"
Crime, Drama, Mystery            ",8.3
193,tt1693592,Vera,(2011– ),TV-PG,90.0,"
Crime, Drama, Mystery            ",8.1
196,tt1475582,Sherlock,(2010–2017),TV-14,88.0,"
Crime, Drama, Mystery            ",9.1
200,tt3230854,The Expanse,(2015–2022),TV-14,60.0,"
Drama, Mystery, Sci-Fi            ",8.5
202,tt8740790,Bridgerton,(2020– ),TV-MA,60.0,"
Drama, History, Romance            ",7.4
203,tt7203552,The Morning Show,(I) (2019– ),TV-MA,60.0,"
Drama            ",8.2
207,tt7053188,Station 19,(2018– ),TV-14,60.0,"
Action, Drama, Romance            ",6.9
208,tt0279600,Smallville,(2001–2011),TV-PG,60.0,"
Action, Adventure, Drama            ",7.5
211,tt5753856,Dark,(2017–2020),TV-MA,60.0,"
Crime, Drama, Mystery            ",8.7
224,tt4270492,Billions,(2016– ),TV-MA,60.0,"
Drama            ",8.4
225,tt0368530,One Tree Hill,(2003–2012),TV-14,60.0,"
Drama, Romance, Sport            ",7.8
230,tt1983079,Call the Midwife,(2012– ),TV-PG,60.0,"
Drama, History            ",8.6
235,tt2934286,Halo,(2022– ),TV-14,60.0,"
Action, Adventure, Sci-Fi            ",7.1
236,tt2017109,Banshee,(2013–2016),TV-MA,60.0,"
Action, Crime, Drama            ",8.4
238,tt5290382,Mindhunter,(2017–2019),TV-MA,60.0,"
Crime, Drama, Mystery            ",8.6
240,tt6468322,Money Heist,(2017–2021),TV-MA,70.0,"
Action, Crime, Drama            ",8.2
241,tt4565380,Fauda,(2015– ),TV-MA,60.0,"
Action, Drama, Thriller            ",8.3
242,tt1312171,The Umbrella Academy,(2019–2023),TV-14,60.0,"
Action, Adventure, Comedy            ",7.9
243,tt1843230,Once Upon a Time,(2011–2018),TV-PG,60.0,"
Adventure, Fantasy, Romance            ",7.7
263,tt2699128,The Leftovers,(2014–2017),TV-MA,60.0,"
Drama, Fantasy, Mystery            ",8.3
267,tt7772588,For All Mankind,(2019– ),TV-MA,60.0,"
Drama, Sci-Fi            ",8.0
271,tt9319668,1899,(2022– ),TV-MA,60.0,"
Drama, Horror, Mystery            ",7.4
273,tt0247082,CSI: Crime Scene Investigation,(2000–2015),TV-14,60.0,"
Crime, Drama, Mystery            ",7.7
280,tt0047736,Gunsmoke,(1955–1975),TV-PG,60.0,"
Western            ",8.1
288,tt3920596,Big Little Lies,(2017–2019),TV-MA,60.0,"
Crime, Drama, Mystery            ",8.5
301,tt6483832,The Resident,(2018– ),TV-14,60.0,"
Drama            ",7.8
303,tt14852808,The Watcher,(2022– ),TV-MA,332.0,"
Drama, Horror, Mystery            ",6.5
312,tt0094525,Poirot,(1989–2013),TV-14,100.0,"
Crime, Drama, Mystery            ",8.6
313,tt0072562,Saturday Night Live,(1975– ),TV-14,90.0,"
Comedy, Music            ",8.0
319,tt8416494,Doom Patrol,(2019–2023),TV-MA,60.0,"
Action, Adventure, Comedy            ",7.8
322,tt8415836,Guillermo del Toro's Cabinet of Curiosities,(2022– ),TV-MA,60.0,"
Drama, Horror, Mystery            ",7.0
333,tt5645432,The Old Man,(2022– ),TV-MA,61.0,"
Action, Drama, Thriller            ",7.6
334,tt2303687,Line of Duty,(2012–2021),TV-14,60.0,"
Crime, Drama, Mystery            ",8.7
335,tt7462410,The Wheel of Time,(2021– ),TV-14,60.0,"
Action, Adventure, Drama            ",7.1
348,tt1399664,The Night Manager,(2016),TV-14,358.0,"
Crime, Drama, Mystery            ",8.0
350,tt0115355,Silent Witness,(1996– ),TV-14,120.0,"
Crime, Drama, Mystery            ",7.9
352,tt2294189,The Fall,(I) (2013–2016),TV-MA,60.0,"
Crime, Drama, Thriller            ",8.1
354,tt7949218,See,(2019– ),TV-MA,60.0,"
Action, Drama, Sci-Fi            ",7.6
368,tt0096542,Baywatch,(1989–2001),TV-PG,60.0,"
Action, Adventure, Crime            ",5.4
369,tt0248654,Six Feet Under,(2001–2005),TV-MA,60.0,"
Comedy, Drama            ",8.7
371,tt7134908,Elite,(2018– ),TV-MA,60.0,"
Crime, Drama, Thriller            ",7.3
372,tt0758790,The Tudors,(2007–2010),TV-MA,60.0,"
Drama, History, Romance            ",8.1
374,tt2396135,Shetland,(2013– ),TV-14,60.0,"
Crime, Drama, Mystery            ",8.2
389,tt0804484,Foundation,(2021– ),TV-14,60.0,"
Drama, Sci-Fi            ",7.4
397,tt0071007,Little House on the Prairie,(1974–1983),TV-PG,60.0,"
Drama, Family, Romance            ",7.5
403,tt2191671,Elementary,(2012–2019),TV-14,60.0,"
Crime, Drama, Mystery            ",7.9
405,tt5574490,Animal Kingdom,(2016–2022),TV-MA,60.0,"
Crime, Drama            ",8.2
410,tt15499118,The Madame Blanc Mysteries,,,60.0,"
Drama            ",7.2
417,tt23731242,Perfect Match,(2023– ),TV-14,60.0,"
Reality-TV, Romance            ",6.0
418,tt19896920,The Love Club,,,84.0,"
Comedy, Romance            ",5.2
420,tt5296406,Designated Survivor,(2016–2019),TV-14,60.0,"
Action, Drama, Mystery            ",7.5
425,tt2249007,Ray Donovan,(2013–2020),TV-MA,60.0,"
Crime, Drama            ",8.3
426,tt8685324,Sanditon,(2019–2023),TV-14,60.0,"
Drama, Romance            ",7.7
428,tt1836037,Longmire,(2012–2017),TV-14,60.0,"
Action, Crime, Drama            ",8.3
430,tt0072471,Baretta,(1975–1978),TV-PG,60.0,"
Crime, Drama, Mystery            ",6.7
434,tt0075529,The Love Boat,(1977–1987),TV-G,60.0,"
Comedy, Drama, Romance            ",6.2
436,tt1837492,13 Reasons Why,(2017–2020),TV-MA,60.0,"
Drama, Mystery, Thriller            ",7.5
437,tt6905686,Lovecraft Country,(2020),TV-MA,60.0,"
Drama, Fantasy, Horror            ",7.1
443,tt1740299,The Man in the High Castle,(2015–2019),TV-MA,60.0,"
Drama, Sci-Fi, Thriller            ",7.9
444,tt3566726,Jane the Virgin,(2014–2019),TV-PG,60.0,"
Comedy            ",7.9
447,tt14690344,Holding,,,60.0,"
Comedy, Drama            ",6.5
448,tt14379784,The Devil's Hour,(2022– ),TV-MA,60.0,"
Drama, Thriller            ",7.7
452,tt5715524,Mayans M.C.,(2018– ),TV-MA,60.0,"
Crime, Drama, Thriller            ",7.6
455,tt4406178,The Gilded Age,(2022– ),TV-MA,81.0,"
Drama            ",8.0
459,tt13833978,The Lincoln Lawyer,(2022– ),TV-MA,60.0,"
Crime, Drama, Mystery            ",7.7
464,tt8550800,The Outsider,(2020),TV-MA,60.0,"
Crime, Drama, Fantasy            ",7.7
465,tt7661390,Gangs of London,(2020– ),TV-MA,60.0,"
Action, Crime, Drama            ",8.1
466,tt2887954,Tokyo Vice,(2022– ),TV-MA,60.0,"
Crime, Drama, Thriller            ",8.0
469,tt2261227,Altered Carbon,(2018–2020),TV-MA,60.0,"
Action, Drama, Sci-Fi            ",7.9
474,tt1830379,Top Boy,(2011– ),TV-MA,60.0,"
Crime, Drama, Thriller            ",8.4
478,tt0244365,Star Trek: Enterprise,(2001–2005),TV-PG,60.0,"
Action, Adventure, Drama            ",7.5
480,tt6156584,Snowpiercer,(2020–2023),TV-MA,60.0,"
Action, Drama, Sci-Fi            ",6.9
490,tt1869454,Good Omens,(2019–2023),TV-MA,328.0,"
Comedy, Fantasy            ",8.0
497,tt0239195,Survivor,(2000– ),TV-PG,60.0,"
Adventure, Game-Show, Reality-TV            ",7.5
499,tt20859920,Alchemy of Souls,(2022– ),Approved,80.0,"
Action, Drama, Fantasy            ",8.8
501,tt11285548,Bloodlands,(2021– ),TV-MA,60.0,"
Crime, Drama, Thriller            ",6.7
504,tt5822112,Rabbit Hole,,,88.0,"
Action, Drama, Thriller            ",
506,tt4254242,The Magicians,(2015–2020),TV-14,60.0,"
Drama, Fantasy, Mystery            ",7.6
507,tt4093826,Twin Peaks,(2017),TV-MA,60.0,"
Crime, Drama, Horror            ",8.5
508,tt0092379,Inspector Morse,(1987–2000),TV-14,100.0,"
Crime, Drama, Mystery            ",8.2
514,tt20869502,Extraordinary Attorney Woo,(2022),TV-14,75.0,"
Drama            ",8.7
517,tt7049682,Watchmen,(2019),TV-MA,527.0,"
Crime, Drama, Mystery            ",8.2
526,tt1734537,Marple,(2004–2013),TV-14,93.0,"
Crime, Drama, Mystery            ",7.8
530,tt1416765,Parenthood,(2010–2015),TV-PG,60.0,"
Comedy, Drama            ",8.3
536,tt0275140,Law & Order: Criminal Intent,(2001–2011),TV-14,60.0,"
Crime, Drama, Mystery            ",7.5
539,tt2583620,The Twilight Zone,(2019–2020),TV-MA,60.0,"
Drama, Fantasy, Horror            ",5.9
546,tt0874608,Inspector Lewis,(2006–2015),TV-PG,90.0,"
Crime, Drama, Mystery            ",8.1
548,tt24578016,Crash Course in Romance,(2023),TV-14,75.0,"
Comedy, Drama, Romance            ",8.0
551,tt0068067,Emergency!,(1972–1979),TV-G,60.0,"
Action, Adventure, Comedy            ",7.9
553,tt0310455,Foyle's War,(2002–2015),TV-14,90.0,"
Crime, Drama, Mystery            ",8.6
559,tt10732104,Power Book II: Ghost,(2020– ),TV-MA,60.0,"
Crime, Drama            ",7.3
560,tt3520702,Bloodline,(2015–2017),TV-MA,60.0,"
Drama, Thriller            ",7.9
561,tt0118300,Dawson's Creek,(1998–2003),TV-14,60.0,"
Drama, Romance            ",6.8
567,tt1280822,Drop Dead Diva,(2009–2014),TV-PG,60.0,"
Comedy, Drama            ",7.5
576,tt5511582,Timeless,(2016–2018),TV-14,60.0,"
Action, Adventure, Drama            ",7.6
577,tt2177461,A Discovery of Witches,(2018–2022),TV-MA,60.0,"
Drama, Fantasy, Romance            ",7.9
582,tt0096684,Quantum Leap,(1989–1993),TV-PG,60.0,"
Action, Adventure, Drama            ",8.2
583,tt0321021,Without a Trace,(2002–2009),TV-14,60.0,"
Crime, Drama, Mystery            ",7.0
584,tt0077000,Dallas,(1978–1991),TV-PG,60.0,"
Drama, Romance            ",7.1
587,tt11685912,Outer Range,(2022– ),TV-MA,60.0,"
Drama, Mystery, Thriller            ",7.1
589,tt9737326,Invasion,(2021– ),TV-MA,60.0,"
Drama, Fantasy, Sci-Fi            ",6.0
591,tt0068149,The Waltons,(1972–1981),TV-G,60.0,"
Drama, Family, Romance            ",7.6
593,tt0098878,Northern Exposure,(1990–1995),TV-PG,60.0,"
Comedy, Drama            ",8.4
595,tt3636060,Poldark,(2015–2019),TV-14,60.0,"
Drama, Romance            ",8.3
601,tt8270592,Miss Scarlet & the Duke,(2020– ),TV-14,60.0,"
Crime, Drama            ",7.6
602,tt5421602,Anne with an E,(2017–2019),TV-PG,60.0,"
Drama, Family            ",8.7
603,tt0084967,The A-Team,(1983–1987),TV-PG,60.0,"
Action, Adventure, Crime            ",7.5
612,tt4181172,Shooter,(2016–2018),TV-14,60.0,"
Action, Drama            ",7.5
615,tt5114356,Legion,(2017–2019),TV-MA,60.0,"
Action, Drama, Sci-Fi            ",8.2
619,tt14169960,All of Us Are Dead,(2022– ),TV-MA,60.0,"
Action, Drama, Fantasy            ",7.5
620,tt5232792,Lost in Space,(2018–2021),TV-PG,60.0,"
Adventure, Drama, Family            ",7.3
625,tt1898069,American Gods,(2017–2021),TV-MA,60.0,"
Drama, Fantasy, Mystery            ",7.6
631,tt11846996,Vigil,(2021– ),TV-MA,60.0,"
Crime, Drama, Mystery            ",7.4
634,tt4635282,The OA,(2016–2019),TV-MA,60.0,"
Drama, Fantasy, Mystery            ",7.8
635,tt0796264,Eureka,(2006–2012),TV-14,60.0,"
Adventure, Comedy, Drama            ",7.9
641,tt4687880,Goliath,(2016–2021),TV-MA,60.0,"
Drama            ",8.1
651,tt2402207,The Last Ship,(2014–2018),TV-14,60.0,"
Action, Drama, Sci-Fi            ",7.4
652,tt2628232,Penny Dreadful,(2014–2016),TV-MA,60.0,"
Drama, Fantasy, Horror            ",8.2
653,tt12439466,You Knock on My Door,(2020–2021),TV-PG,120.0,"
Comedy, Romance            ",7.2
656,tt13444912,The Midnight Club,(2022),TV-MA,60.0,"
Drama, Horror, Mystery            ",6.5
658,tt4998350,The Deuce,(2017–2019),TV-MA,60.0,"
Drama            ",8.1
661,tt2431438,Sense8,(2015–2018),TV-MA,60.0,"
Drama, Mystery, Sci-Fi            ",8.2
663,tt0362357,New Tricks,(2003–2015),TV-14,60.0,"
Comedy, Crime, Drama            ",7.9
666,tt0377260,Shameless,(2004–2013),TV-MA,90.0,"
Comedy, Crime, Drama            ",8.0
667,tt10850932,Crash Landing on You,(2019–2020),TV-14,70.0,"
Adventure, Comedy, Romance            ",8.7
668,tt5743796,Warrior,(2019– ),TV-MA,60.0,"
Action, Crime, Drama            ",8.4
671,tt8201186,The Capture,(2019– ),TV-MA,60.0,"
Crime, Mystery, Thriller            ",7.9
672,tt0115320,The Pretender,(1996–2000),TV-14,60.0,"
Drama, Mystery, Sci-Fi            ",7.5
675,tt1353056,RuPaul's Drag Race,(2009– ),TV-14,63.0,"
Game-Show, Reality-TV            ",8.5
677,tt0075500,Eight Is Enough,(1977–1981),TV-PG,60.0,"
Comedy, Drama, Family            ",6.6
679,tt0115083,7th Heaven,(1996–2007),TV-G,60.0,"
Comedy, Drama, Family            ",5.2
681,tt2699110,The Affair,(2014–2019),TV-MA,60.0,"
Drama            ",7.9
684,tt10653784,Gossip Girl,(2021–2023),TV-MA,60.0,"
Drama, Romance            ",5.4
686,tt8425532,Pennyworth,(2019–2022),TV-MA,60.0,"
Action, Crime, Drama            ",7.9
689,tt1733785,The Bridge,(2011–2018),TV-MA,60.0,"
Crime, Mystery, Thriller            ",8.6
704,tt5827228,Bull,(2016–2022),TV-14,60.0,"
Comedy, Crime, Drama            ",7.1
705,tt7569592,Chilling Adventures of Sabrina,(2018–2020),TV-14,60.0,"
Drama, Fantasy, Horror            ",7.4
708,tt5016504,Preacher,(2016–2019),TV-MA,60.0,"
Adventure, Drama, Fantasy            ",7.9
711,tt14527610,Harry Wild,(2022– ),TV-14,60.0,"
Comedy, Drama, Mystery            ",7.2
712,tt4354880,Mr. Mercedes,(2017–2019),TV-MA,60.0,"
Crime, Drama, Mystery            ",7.8
714,tt3640276,The Brokenwood Mysteries,(2014– ),Not Rated,90.0,"
Crime, Drama, Mystery            ",7.9
730,tt11725900,Karen Pirie,(2022– ),TV-14,120.0,"
Crime, Drama, Mystery            ",7.6
732,tt0050073,Wagon Train,(1957–1965),TV-PG,75.0,"
Western            ",7.5
734,tt5057130,Medici,(2016–2019),TV-14,60.0,"
Biography, Drama, History            ",7.9
746,tt0758737,Brothers & Sisters,(2006–2011),TV-PG,60.0,"
Drama            ",7.4
752,tt0090481,Matlock,(1986–1995),TV-PG,60.0,"
Crime, Drama, Mystery            ",7.0
753,tt5712554,The Grand Tour,(2016– ),TV-14,60.0,"
Comedy, Sport, Talk-Show            ",8.7
754,tt4320258,Dirilis: Ertugrul,(2014–2019),TV-14,120.0,"
Action, Adventure, Drama            ",7.9
756,tt3455408,The Curse of Oak Island,(2014– ),TV-PG,60.0,"
Documentary, Reality-TV            ",6.9
760,tt0460644,Ghost Whisperer,(2005–2010),TV-PG,60.0,"
Drama, Fantasy            ",6.4
766,tt0055710,The Virginian,(1962–1971),TV-PG,75.0,"
Western            ",7.6
770,tt1592154,Nikita,(2010–2013),TV-14,60.0,"
Action, Crime, Drama            ",7.7
771,tt0081873,Hill Street Blues,(1981–1987),TV-14,60.0,"
Crime, Drama, Mystery            ",8.2
779,tt2137109,Masters of Sex,(2013–2016),TV-MA,60.0,"
Drama, Romance            ",7.9
783,tt2216156,Last Tango in Halifax,(2012–2020),TV-14,60.0,"
Comedy, Drama, Romance            ",8.4
786,tt4604612,The Alienist,(2018–2020),TV-MA,60.0,"
Crime, Drama, Mystery            ",7.7
789,tt0115082,3rd Rock from the Sun,(1996–2001),TV-PG,60.0,"
Comedy, Family, Sci-Fi            ",7.8
795,tt0972412,Private Practice,(2007–2013),TV-14,60.0,"
Comedy, Drama, Romance            ",6.8
799,tt13649396,The Bastard Son & The Devil Himself,(2022),TV-MA,60.0,"
Action, Adventure, Drama            ",7.5
800,tt12324366,Percy Jackson and the Olympians,(2024– ),TV-PG,60.0,"
Action, Adventure, Family            ",
801,tt0112022,JAG,(1995–2005),TV-14,60.0,"
Action, Crime, Drama            ",6.6
802,tt0062568,Hawaii Five-O,(1968–1980),TV-PG,60.0,"
Crime, Drama, Mystery            ",7.4
804,tt2708480,The Terror,(2018–2019),TV-14,60.0,"
Adventure, Drama, Horror            ",7.9
809,tt0058824,Lost in Space,(1965–1968),TV-G,60.0,"
Adventure, Comedy, Family            ",7.2
812,tt0092312,21 Jump Street,(1987–1991),TV-14,60.0,"
Crime, Drama, Mystery            ",7.2
815,tt1548850,Misfits,(2009–2013),TV-MA,60.0,"
Comedy, Drama, Fantasy            ",8.2
816,tt7712598,Blood & Treasure,(2019–2022),TV-14,60.0,"
Action, Adventure            ",6.7
821,tt6548228,Castle Rock,(2018–2019),TV-MA,60.0,"
Drama, Fantasy, Horror            ",7.5
824,tt0118437,The Practice,(1997–2004),TV-14,60.0,"
Crime, Drama, Mystery            ",7.7
825,tt1628033,Top Gear,(2002– ),TV-PG,60.0,"
Adventure, Comedy, Reality-TV            ",8.7
827,tt0988820,The Inspector Lynley Mysteries,(2001–2007),TV-14,90.0,"
Crime, Drama, Mystery            ",7.4
831,tt11041132,The Mosquito Coast,(2021–2023),TV-MA,60.0,"
Adventure, Drama, Thriller            ",6.8
837,tt1225901,90210,(2008–2013),TV-14,60.0,"
Comedy, Drama, Romance            ",6.2
844,tt0103405,"Dr. Quinn, Medicine Woman",(1993–1998),TV-G,60.0,"
Drama, Family, Western            ",6.8
846,tt0160904,MI-5,(2002–2011),TV-14,60.0,"
Action, Crime, Drama            ",8.3
849,tt8633062,The Wilds,(2020–2022),TV-14,60.0,"
Adventure, Drama, Mystery            ",7.3
853,tt0081912,Only Fools and Horses,(1981–2003),TV-PG,95.0,"
Comedy            ",9.0
854,tt0805669,Ugly Betty,(2006–2010),TV-PG,60.0,"
Comedy, Drama, Romance            ",6.7
856,tt0056758,General Hospital,(1963– ),TV-PG,60.0,"
Crime, Drama, Romance            ",6.5
863,tt4834232,Critical Role,(2015– ),TV-14,180.0,"
Adventure, Fantasy            ",9.2
866,tt0058796,Days of Our Lives,(1965– ),TV-14,60.0,"
Drama, Romance            ",5.2
867,tt1832979,Hart of Dixie,(2011–2015),TV-PG,60.0,"
Comedy, Drama, Romance            ",7.7
874,tt7423538,Ratched,(2020– ),TV-MA,60.0,"
Crime, Drama, History            ",7.3
875,tt8295472,The Order,(2019–2020),TV-MA,60.0,"
Drama, Fantasy, Horror            ",6.7
876,tt0081856,Dynasty,(1981–1989),TV-PG,60.0,"
Drama, Romance            ",6.3
878,tt3561180,Trapped,(2015– ),TV-14,60.0,"
Crime, Drama, Mystery            ",8.0
891,tt9660182,Resident Evil,(2022),TV-MA,60.0,"
Action, Horror, Sci-Fi            ",4.1
892,tt6932244,Hanna,(2019–2021),TV-MA,60.0,"
Action, Drama            ",7.6
893,tt0075488,CHiPs,(1977–1983),TV-PG,60.0,"
Crime, Drama, Mystery            ",6.4
894,tt13400006,Mr. Queen,,,70.0,"
Comedy, Fantasy, Romance            ",8.6
896,tt10720914,McDonald & Dodds,(2020– ),Not Rated,90.0,"
Comedy, Crime, Mystery            ",7.5
898,tt13274038,True Beauty,(2020–2021),TV-Y,70.0,"
Comedy, Drama, Romance            ",8.0
899,tt11639300,Grace,(2021– ),TV-14,90.0,"
Crime, Drama, Mystery            ",7.3
900,tt21874046,Adim Farah,,,120.0,"
Crime, Drama, Thriller            ",7.2
902,tt1495708,Covert Affairs,(2010–2014),TV-PG,60.0,"
Action, Crime, Drama            ",7.3
909,tt3877200,The Missing,(2014–2016),TV-14,60.0,"
Crime, Drama, Mystery            ",8.2
910,tt0078607,The Dukes of Hazzard,(1979–1985),TV-PG,60.0,"
Action, Comedy            ",7.1
913,tt12451520,It's Okay to Not Be Okay,(2020),TV-MA,80.0,"
Comedy, Drama, Romance            ",8.6
916,tt7278862,My Brilliant Friend,(2018– ),TV-MA,60.0,"
Drama            ",8.6
922,tt2262532,The Fosters,(2013–2018),TV-14,60.0,"
Drama, Romance            ",8.0
924,tt13433812,Vincenzo,(2021– ),Not Rated,80.0,"
Action, Comedy, Crime            ",8.4
927,tt8722888,Stargirl,(2020–2022),TV-PG,566.0,"
Action, Adventure, Crime            ",7.2
930,tt0073972,Charlie's Angels,(1976–1981),TV-PG,60.0,"
Action, Adventure, Crime            ",6.5
933,tt0077031,The Incredible Hulk,(1977–1982),TV-PG,60.0,"
Action, Adventure, Drama            ",7.0
939,tt2618986,Wayward Pines,(2015–2016),TV-14,60.0,"
Drama, Mystery, Sci-Fi            ",7.3
940,tt5137338,Victoria,(2016–2019),TV-PG,60.0,"
Biography, Drama, History            ",8.2
948,tt13649510,I'm a Virgo,,,115.0,"
Comedy, Drama, Fantasy            ",
953,tt7242816,Harrow,(2018–2021),Not Rated,60.0,"
Crime, Drama, Mystery            ",7.6
960,tt5011816,Sneaky Pete,(2015–2019),TV-MA,60.0,"
Crime, Thriller            ",8.1
962,tt7431994,Çukur,(2016–2021),TV-14,120.0,"
Action, Crime, Thriller            ",7.5
966,tt8226360,A League of Their Own,(2022– ),16,60.0,"
Comedy, Drama, Sport            ",7.5
970,tt13759970,Taxi Driver,,,70.0,"
Action, Crime, Drama            ",8.0
972,tt0387763,Pasión de gavilanes,(2003–2022),TV-MA,60.0,"
Drama, Romance            ",7.8
973,tt1839337,The Voice,(2011– ),TV-PG,60.0,"
Game-Show, Music, Reality-TV            ",6.5
976,tt4047038,Dirk Gently's Holistic Detective Agency,(2016–2017),TV-14,60.0,"
Action, Adventure, Comedy            ",8.2
978,tt0050066,Tales of Wells Fargo,(1957–1962),TV-14,60.0,"
Western            ",7.9
987,tt13016388,The Three-Body Problem,,,60.0,"
Adventure, Drama, Fantasy            ",
990,tt0383087,The Clinic,(I) (2003–2009),Not Rated,60.0,"
Drama            ",6.8
993,tt1430509,Inspector George Gently,(2007–2017),TV-MA,89.0,"
Crime, Drama, Mystery            ",8.1
994,tt0076984,Battlestar Galactica,(1978–1979),TV-PG,60.0,"
Action, Adventure, Sci-Fi            ",7.2
995,tt0364828,Las Vegas,(2003–2008),TV-14,60.0,"
Crime, Drama            ",7.4
1001,tt0088571,Moonlighting,(1985–1989),TV-PG,60.0,"
Comedy, Drama, Mystery            ",7.6
1004,tt14819828,Business Proposal,(2022– ),TV-14,60.0,"
Comedy, Drama, Romance            ",8.1
1006,tt13025202,Aurora Teagarden Mysteries,(2015– ),TV-PG,90.0,"
Crime, Mystery            ",7.4
1012,tt0108894,Party of Five,(1994–2000),TV-PG,60.0,"
Drama, Family            ",6.8
1013,tt1842530,Unforgettable,(2011–2016),TV-14,60.0,"
Crime, Drama, Mystery            ",6.8
1016,tt10691770,Helluva Boss,(2019– ),TV-MA,174.0,"
Animation, Comedy, Crime            ",8.2
1031,tt10148174,The Walking Dead: World Beyond,(2020–2021),TV-MA,60.0,"
Drama, Horror, Sci-Fi            ",4.4
1036,tt0061277,Mannix,(1967–1975),TV-PG,60.0,"
Action, Crime, Drama            ",7.4
1037,tt0412175,Medium,(2005–2011),TV-14,60.0,"
Crime, Drama, Fantasy            ",7.1
1039,tt6864602,The Sea Beyond,,,60.0,"
Drama            ",7.5
1042,tt16913068,Shahmaran,(2023– ),TV-MA,60.0,"
Adventure, Drama, Fantasy            ",5.1
1044,tt2189461,Marco Polo,(2014–2016),TV-MA,60.0,"
Action, Adventure, Drama            ",8.0
1045,tt13005652,Stonehouse,(2023),TV-14,60.0,"
Biography, Comedy, Drama            ",6.8
1051,tt13612448,Under the Vines,,,60.0,"
Comedy            ",7.3
1052,tt0108906,The Kingdom,(1994–2022),TV-MA,561.0,"
Comedy, Drama, Fantasy            ",8.2
1054,tt0134247,Felicity,(1998–2002),TV-14,60.0,"
Drama, Romance            ",6.9
1059,tt10584446,My Life Is Murder,(2019– ),TV-14,60.0,"
Comedy, Crime, Drama            ",7.5
